@relation Hailfinder

@attribute WindFieldMt {Westerly,LVorOther}
@attribute MorningCIN {None,PartInhibit,Stifling,TotalInhibit}
@attribute VISCloudCov {Cloudy,PC,Clear}
@attribute IRCloudCover {Cloudy,PC,Clear}
@attribute AMInstabMt {None,Weak,Strong}
@attribute R5Fcst {NIL,SIG,SVR}
@attribute MountainFcst {NIL,SIG,SVR}
@attribute MeanRH {VeryMoist,Average,Dry}
@attribute MidLLapse {CloseToDryAd,Steep,ModerateOrLe}
@attribute RHRatio {MoistMDryL,DryMMoistL,Other}
@attribute LoLevMoistAd {StrongPos,WeakPos,Neutral,Negative}
@attribute LowLLapse {CloseToDryAd,Steep,ModerateOrLe,Stable}
@attribute MvmtFeatures {StrongFront,MarkedUpper,OtherRapid,NoMajor}
@attribute TempDis {QStationary,Moving,None,Other}
@attribute WindAloft {LV,SWQuad,NWQuad,AllElse}
@attribute AMCINInScen {LessThanAve,Average,MoreThanAve}
@attribute CapChange {Decreasing,LittleChange,Increasing}
@attribute SynForcng {SigNegative,NegToPos,SigPositive,PosToNeg,LittleChange}
@attribute SatContMoist {VeryWet,Wet,Neutral,Dry}
@attribute RaoContMoist {VeryWet,Wet,Neutral,Dry}
@attribute CombMoisture {VeryWet,Wet,Neutral,Dry}
@attribute LatestCIN {None,PartInhibit,Stifling,TotalInhibit}
@attribute LLIW {Unfavorable,Weak,Moderate,Strong}
@attribute Date {May15_Jun14,Jun15_Jul1,Jul2_Jul15,Jul16_Aug10,Aug11_Aug20,Aug20_Sep15}
@attribute WindFieldPln {LV,DenvCyclone,LongAnticyc,E_NE,SEQuad,WidespdDnsl}
@attribute Dewpoints {LowEvrywhere,LowAtStation,LowSHighN,LowNHighS,LowMtsHighPl,HighEvrywher,Other}
@attribute SfcWndShfDis {DenvCyclone,E_W_N,E_W_S,MovingFtorOt,DryLine,None,Other}
@attribute InsChange {Decreasing,LittleChange,Increasing}
@attribute MorningBound {None,Weak,Strong}
@attribute OutflowFrMt {None,Weak,Strong}
@attribute WndHodograph {DCVZFavor,StrongWest,Westerly,Other}
@attribute N34StarFcst {NIL,SIG,SVR}
@attribute AreaMoDryAir {VeryWet,Wet,Neutral,Dry}
@attribute CombClouds {Cloudy,PC,Clear}
@attribute ScenRelAMCIN {AB,CThruK}
@attribute LIfr12ZDENSd {LIGt0,N1GtLIGt_4,N5GtLIGt_8,LILt_8}
@attribute AMDewptCalPl {Instability,Neutral,Stability}
@attribute AMInsWliScen {LessUnstable,Average,MoreUnstable}
@attribute N0_7muVerMo {StrongUp,WeakUp,Neutral,Down}
@attribute SubjVertMo {StronUp,WeakUp,Neutral,Down}
@attribute QGVertMotion {StrongUp,WeakUp,Neutral,Down}
@attribute CombVerMo {StrongUp,WeakUp,Neutral,Down}
@attribute AreaMeso_ALS {StrongUp,WeakUp,Neutral,Down}
@attribute CldShadeOth {Cloudy,PC,Clear}
@attribute Boundaries {None,Weak,Strong}
@attribute CldShadeConv {None,Some,Marked}
@attribute InsInMt {None,Weak,Strong}
@attribute ScenRel3_4 {ACEFK,B,D,GJ,HI}
@attribute ScenRelAMIns {ABI,CDEJ,F,G,H,K}
@attribute CompPlFcst {IncCapDecIns,LittleChange,DecCapIncIns}
@attribute CurPropConv {None,Slight,Moderate,Strong}
@attribute Scenario {A,B,C,D,E,F,G,H,I,J,K}
@attribute CapInScen {LessThanAve,Average,MoreThanAve}
@attribute InsSclInScen {LessUnstable,Average,MoreUnstable}
@attribute ScnRelPlFcst {A,B,C,D,E,F,G,H,I,J,K}
@attribute PlainsFcst {NIL,SIG,SVR}

@data
Westerly,PartInhibit,PC,Clear,None,SIG,SIG,Dry,ModerateOrLe,MoistMDryL,Neutral,CloseToDryAd,NoMajor,None,SWQuad,Average,Decreasing,LittleChange,Neutral,Dry,Dry,None,Moderate,Jul16_Aug10,WidespdDnsl,LowNHighS,None,Increasing,Weak,None,Westerly,SIG,Dry,PC,CThruK,N5GtLIGt_8,Stability,Average,StrongUp,StronUp,Neutral,Neutral,Neutral,PC,Strong,None,Weak,ACEFK,CDEJ,DecCapIncIns,Slight,E,LessThanAve,Average,E,SIG
LVorOther,None,Clear,PC,Strong,SVR,SVR,Average,ModerateOrLe,DryMMoistL,Negative,ModerateOrLe,MarkedUpper,None,NWQuad,LessThanAve,LittleChange,SigPositive,Neutral,VeryWet,Wet,PartInhibit,Strong,Aug20_Sep15,DenvCyclone,LowMtsHighPl,E_W_N,Decreasing,None,None,Other,NIL,Wet,PC,CThruK,N5GtLIGt_8,Stability,MoreUnstable,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,None,Some,Strong,HI,H,LittleChange,Strong,H,LessThanAve,Average,H,NIL
LVorOther,Stifling,Clear,Clear,Strong,SIG,SIG,Dry,ModerateOrLe,Other,Neutral,ModerateOrLe,StrongFront,QStationary,NWQuad,MoreThanAve,LittleChange,SigNegative,Neutral,Dry,Dry,None,Weak,Aug20_Sep15,LongAnticyc,Other,MovingFtorOt,LittleChange,Weak,Strong,Westerly,NIL,Dry,Clear,CThruK,N5GtLIGt_8,Stability,Average,Neutral,Neutral,StrongUp,WeakUp,WeakUp,Clear,Strong,Some,Strong,ACEFK,K,LittleChange,Moderate,K,MoreThanAve,LessUnstable,K,NIL
Westerly,PartInhibit,PC,PC,None,NIL,NIL,Average,Steep,MoistMDryL,Negative,ModerateOrLe,NoMajor,None,SWQuad,Average,Increasing,SigPositive,Wet,Wet,Neutral,None,Unfavorable,Jul16_Aug10,SEQuad,LowAtStation,None,Decreasing,Strong,None,Other,NIL,Neutral,PC,CThruK,N1GtLIGt_4,Stability,LessUnstable,Neutral,Down,Down,Down,Down,PC,Strong,None,None,ACEFK,CDEJ,IncCapDecIns,Slight,E,MoreThanAve,LessUnstable,E,NIL
LVorOther,PartInhibit,PC,Clear,Strong,SVR,SVR,VeryMoist,Steep,DryMMoistL,StrongPos,ModerateOrLe,NoMajor,Moving,SWQuad,Average,Decreasing,LittleChange,Dry,Dry,Dry,Stifling,Strong,Aug20_Sep15,DenvCyclone,LowAtStation,DenvCyclone,Increasing,Weak,Strong,Westerly,NIL,Wet,Clear,AB,N1GtLIGt_4,Neutral,LessUnstable,StrongUp,StronUp,Neutral,StrongUp,StrongUp,Clear,Strong,Marked,Strong,B,ABI,DecCapIncIns,None,B,LessThanAve,MoreUnstable,B,NIL
LVorOther,PartInhibit,Clear,PC,Strong,SIG,SIG,Average,Steep,Other,WeakPos,ModerateOrLe,NoMajor,Other,LV,LessThanAve,LittleChange,LittleChange,Wet,Neutral,Wet,Stifling,Moderate,Jul16_Aug10,LongAnticyc,LowAtStation,E_W_N,Increasing,Weak,Strong,Westerly,SIG,Wet,Clear,CThruK,N5GtLIGt_8,Instability,MoreUnstable,StrongUp,Neutral,Neutral,Neutral,Neutral,Clear,Strong,Marked,Strong,GJ,CDEJ,LittleChange,Slight,J,LessThanAve,MoreUnstable,J,SIG
Westerly,PartInhibit,Clear,PC,None,SIG,SIG,Average,ModerateOrLe,MoistMDryL,Neutral,ModerateOrLe,NoMajor,Moving,SWQuad,Average,Increasing,NegToPos,VeryWet,Dry,Dry,PartInhibit,Moderate,Jun15_Jul1,LongAnticyc,LowAtStation,None,Increasing,Weak,Weak,Westerly,NIL,Dry,Clear,CThruK,LIGt0,Neutral,MoreUnstable,Down,Down,Neutral,Down,Down,Clear,Strong,None,Weak,ACEFK,CDEJ,IncCapDecIns,None,E,Average,MoreUnstable,E,NIL
LVorOther,PartInhibit,PC,Clear,Weak,SIG,SIG,Average,ModerateOrLe,MoistMDryL,WeakPos,CloseToDryAd,NoMajor,None,SWQuad,Average,LittleChange,SigPositive,Neutral,Neutral,Wet,PartInhibit,Strong,Jul16_Aug10,WidespdDnsl,LowMtsHighPl,E_W_N,LittleChange,None,Strong,StrongWest,NIL,Neutral,Clear,CThruK,N1GtLIGt_4,Neutral,Average,Down,Down,WeakUp,Neutral,Neutral,Clear,Strong,Marked,Strong,ACEFK,CDEJ,LittleChange,Slight,E,Average,Average,E,NIL
LVorOther,Stifling,PC,PC,Weak,SVR,SVR,Dry,ModerateOrLe,MoistMDryL,WeakPos,Steep,MarkedUpper,None,AllElse,Average,LittleChange,PosToNeg,Dry,Dry,Dry,Stifling,Strong,Jul16_Aug10,WidespdDnsl,LowEvrywhere,None,LittleChange,Weak,Strong,StrongWest,NIL,Dry,Clear,CThruK,LIGt0,Stability,LessUnstable,WeakUp,Neutral,Neutral,Neutral,Neutral,Clear,Strong,Marked,Strong,ACEFK,CDEJ,LittleChange,Moderate,E,Average,LessUnstable,E,NIL
Westerly,Stifling,PC,PC,Weak,SVR,SVR,VeryMoist,ModerateOrLe,DryMMoistL,StrongPos,Steep,MarkedUpper,Other,AllElse,Average,Increasing,PosToNeg,Neutral,Dry,Neutral,None,Weak,Jul16_Aug10,WidespdDnsl,Other,MovingFtorOt,Increasing,Weak,Weak,DCVZFavor,NIL,Wet,Cloudy,CThruK,N1GtLIGt_4,Stability,MoreUnstable,WeakUp,Neutral,WeakUp,WeakUp,WeakUp,Cloudy,Strong,Marked,Strong,ACEFK,K,IncCapDecIns,Moderate,K,MoreThanAve,MoreUnstable,K,NIL
LVorOther,PartInhibit,PC,Clear,Weak,NIL,NIL,Average,CloseToDryAd,MoistMDryL,Neutral,Steep,NoMajor,Other,LV,Average,LittleChange,LittleChange,Wet,VeryWet,VeryWet,None,Strong,Jul16_Aug10,LongAnticyc,LowAtStation,DryLine,LittleChange,None,None,Westerly,NIL,VeryWet,Clear,CThruK,N5GtLIGt_8,Neutral,MoreUnstable,Down,Down,Neutral,Down,Down,Clear,None,None,Weak,GJ,CDEJ,LittleChange,Strong,J,Average,MoreUnstable,J,NIL
LVorOther,None,PC,Clear,Weak,SVR,SVR,Average,Steep,Other,Negative,ModerateOrLe,NoMajor,Other,LV,LessThanAve,Decreasing,LittleChange,VeryWet,Dry,Wet,Stifling,Moderate,Aug20_Sep15,LV,LowAtStation,DryLine,Decreasing,None,Strong,DCVZFavor,NIL,Wet,Clear,CThruK,N5GtLIGt_8,Stability,LessUnstable,WeakUp,Neutral,Neutral,WeakUp,WeakUp,Clear,Strong,Marked,Strong,GJ,CDEJ,DecCapIncIns,Slight,J,LessThanAve,LessUnstable,J,NIL
Westerly,PartInhibit,Clear,Cloudy,None,SIG,NIL,Average,CloseToDryAd,DryMMoistL,Negative,ModerateOrLe,StrongFront,QStationary,SWQuad,LessThanAve,Increasing,NegToPos,Neutral,VeryWet,VeryWet,PartInhibit,Weak,May15_Jun14,SEQuad,LowMtsHighPl,DenvCyclone,Decreasing,Weak,None,Westerly,SIG,VeryWet,Clear,AB,N5GtLIGt_8,Neutral,MoreUnstable,WeakUp,WeakUp,Neutral,WeakUp,WeakUp,Clear,None,None,None,ACEFK,ABI,IncCapDecIns,None,A,MoreThanAve,Average,A,SIG
Westerly,PartInhibit,Clear,Clear,None,SIG,SIG,Dry,CloseToDryAd,MoistMDryL,Negative,Steep,StrongFront,None,AllElse,Average,Increasing,NegToPos,VeryWet,Neutral,Wet,None,Weak,Aug11_Aug20,LV,LowAtStation,E_W_N,LittleChange,None,Weak,Westerly,NIL,Neutral,Clear,CThruK,N1GtLIGt_4,Stability,Average,Neutral,Down,Neutral,Down,Down,Clear,None,None,Weak,ACEFK,CDEJ,IncCapDecIns,Slight,C,MoreThanAve,Average,C,NIL
LVorOther,TotalInhibit,PC,Clear,Weak,SIG,SIG,VeryMoist,ModerateOrLe,Other,WeakPos,ModerateOrLe,NoMajor,None,AllElse,MoreThanAve,Increasing,LittleChange,Wet,VeryWet,Wet,Stifling,Moderate,Aug11_Aug20,SEQuad,HighEvrywher,E_W_S,Decreasing,Weak,Strong,StrongWest,NIL,VeryWet,Clear,CThruK,N1GtLIGt_4,Neutral,Average,StrongUp,Neutral,WeakUp,Neutral,Neutral,PC,Strong,Some,Strong,ACEFK,F,IncCapDecIns,Slight,F,MoreThanAve,LessUnstable,F,NIL
LVorOther,Stifling,Clear,Cloudy,Weak,SIG,NIL,Dry,ModerateOrLe,MoistMDryL,Negative,Stable,NoMajor,Other,AllElse,MoreThanAve,Increasing,LittleChange,Neutral,VeryWet,Wet,None,Moderate,May15_Jun14,SEQuad,LowEvrywhere,None,Decreasing,Weak,Weak,StrongWest,SIG,VeryWet,Clear,CThruK,N1GtLIGt_4,Stability,MoreUnstable,StrongUp,StronUp,Down,StrongUp,StrongUp,Cloudy,None,Some,Weak,ACEFK,CDEJ,IncCapDecIns,Strong,E,MoreThanAve,Average,E,SIG
LVorOther,PartInhibit,Clear,Clear,Weak,SVR,SVR,Dry,Steep,DryMMoistL,WeakPos,Stable,NoMajor,Moving,AllElse,Average,LittleChange,LittleChange,VeryWet,Wet,Wet,PartInhibit,Strong,Jun15_Jul1,DenvCyclone,LowMtsHighPl,DenvCyclone,Decreasing,None,None,Other,SIG,VeryWet,Clear,AB,N1GtLIGt_4,Instability,LessUnstable,Neutral,Neutral,Down,Neutral,Neutral,Clear,Weak,Some,Strong,B,ABI,LittleChange,Slight,B,Average,LessUnstable,B,SIG
LVorOther,PartInhibit,PC,Clear,None,SVR,NIL,Dry,Steep,Other,Neutral,Steep,NoMajor,Other,SWQuad,Average,Decreasing,NegToPos,Wet,Wet,Neutral,Stifling,Weak,May15_Jun14,WidespdDnsl,LowMtsHighPl,DryLine,Increasing,None,None,Other,SVR,Wet,PC,CThruK,N5GtLIGt_8,Instability,MoreUnstable,WeakUp,Neutral,Neutral,WeakUp,WeakUp,PC,None,None,None,ACEFK,CDEJ,DecCapIncIns,None,E,Average,MoreUnstable,E,SVR
Westerly,PartInhibit,PC,PC,Weak,SIG,SIG,Average,Steep,Other,Negative,CloseToDryAd,MarkedUpper,QStationary,LV,MoreThanAve,LittleChange,LittleChange,Wet,VeryWet,VeryWet,None,Unfavorable,May15_Jun14,E_NE,LowMtsHighPl,E_W_S,LittleChange,Weak,Weak,Westerly,NIL,VeryWet,Clear,CThruK,N1GtLIGt_4,Stability,LessUnstable,Neutral,Down,Neutral,Neutral,Neutral,Clear,Weak,Some,Weak,HI,ABI,LittleChange,None,I,MoreThanAve,LessUnstable,I,NIL
LVorOther,PartInhibit,Clear,Cloudy,Strong,SIG,SIG,Average,ModerateOrLe,MoistMDryL,Negative,Steep,NoMajor,QStationary,AllElse,Average,LittleChange,SigNegative,Wet,Wet,Wet,PartInhibit,Weak,Aug11_Aug20,DenvCyclone,LowSHighN,E_W_S,Increasing,None,Strong,Westerly,SIG,Wet,PC,CThruK,N1GtLIGt_4,Neutral,Average,WeakUp,Neutral,StrongUp,StrongUp,StrongUp,Cloudy,Weak,Some,Strong,HI,ABI,LittleChange,Moderate,I,Average,MoreUnstable,I,SIG
LVorOther,PartInhibit,PC,Clear,Weak,SIG,SIG,Average,Steep,Other,Neutral,Stable,NoMajor,None,AllElse,Average,Increasing,LittleChange,Dry,VeryWet,Neutral,PartInhibit,Weak,May15_Jun14,LV,LowAtStation,DenvCyclone,LittleChange,None,None,Westerly,NIL,Neutral,PC,AB,N1GtLIGt_4,Stability,MoreUnstable,Down,Down,StrongUp,StrongUp,StrongUp,Cloudy,None,Marked,Strong,B,ABI,IncCapDecIns,None,B,MoreThanAve,MoreUnstable,B,NIL
LVorOther,PartInhibit,PC,Clear,Weak,SVR,NIL,Dry,ModerateOrLe,Other,Neutral,Stable,OtherRapid,None,SWQuad,LessThanAve,LittleChange,LittleChange,Neutral,Neutral,Neutral,Stifling,Strong,Jun15_Jul1,DenvCyclone,LowSHighN,MovingFtorOt,Increasing,None,Weak,Westerly,SVR,Neutral,PC,AB,N1GtLIGt_4,Instability,Average,WeakUp,Down,Neutral,Neutral,Neutral,PC,Weak,None,Weak,B,ABI,LittleChange,Slight,B,LessThanAve,MoreUnstable,B,SVR
LVorOther,PartInhibit,Cloudy,PC,Strong,SIG,SIG,VeryMoist,Steep,DryMMoistL,Negative,Steep,MarkedUpper,Moving,LV,Average,Decreasing,SigNegative,Neutral,Dry,Neutral,PartInhibit,Moderate,May15_Jun14,E_NE,LowMtsHighPl,E_W_S,Decreasing,None,Strong,Westerly,NIL,Wet,Cloudy,CThruK,N1GtLIGt_4,Instability,MoreUnstable,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Cloudy,Weak,Some,Strong,HI,H,DecCapIncIns,None,H,LessThanAve,MoreUnstable,H,NIL
LVorOther,PartInhibit,Cloudy,PC,None,SIG,NIL,VeryMoist,ModerateOrLe,Other,WeakPos,Steep,NoMajor,Other,AllElse,Average,LittleChange,LittleChange,VeryWet,Dry,Wet,PartInhibit,Strong,Aug11_Aug20,SEQuad,HighEvrywher,None,Increasing,Weak,None,Westerly,SIG,VeryWet,Cloudy,CThruK,N5GtLIGt_8,Neutral,Average,WeakUp,Neutral,Neutral,WeakUp,WeakUp,Cloudy,Strong,None,None,ACEFK,F,LittleChange,Strong,F,Average,Average,F,NIL
Westerly,PartInhibit,Clear,Clear,Strong,NIL,NIL,Dry,CloseToDryAd,Other,Negative,ModerateOrLe,NoMajor,None,NWQuad,LessThanAve,Increasing,LittleChange,Neutral,Neutral,Neutral,None,Moderate,Jul16_Aug10,E_NE,LowMtsHighPl,DenvCyclone,Decreasing,Strong,Weak,StrongWest,NIL,Dry,Clear,AB,N1GtLIGt_4,Instability,LessUnstable,WeakUp,Down,Neutral,Down,Down,Clear,Strong,Marked,Strong,B,ABI,IncCapDecIns,Moderate,B,LessThanAve,LessUnstable,B,NIL
Westerly,PartInhibit,Clear,PC,Strong,SIG,SIG,Average,ModerateOrLe,DryMMoistL,WeakPos,CloseToDryAd,NoMajor,Moving,AllElse,Average,Decreasing,SigPositive,Wet,Dry,VeryWet,None,Moderate,Aug20_Sep15,DenvCyclone,LowAtStation,None,Increasing,Weak,Strong,StrongWest,NIL,VeryWet,Clear,CThruK,N1GtLIGt_4,Stability,Average,Down,Neutral,Neutral,Neutral,Neutral,Clear,Weak,Some,Strong,ACEFK,K,DecCapIncIns,Slight,K,Average,MoreUnstable,K,NIL
Westerly,None,PC,PC,Strong,SVR,SIG,Dry,CloseToDryAd,DryMMoistL,Neutral,CloseToDryAd,MarkedUpper,Other,NWQuad,LessThanAve,Decreasing,NegToPos,Dry,Wet,Dry,PartInhibit,Moderate,Jul2_Jul15,LongAnticyc,HighEvrywher,E_W_N,Increasing,Strong,Strong,Westerly,SVR,Dry,Clear,CThruK,N1GtLIGt_4,Stability,Average,StrongUp,Neutral,Down,WeakUp,WeakUp,Clear,Strong,Some,Strong,ACEFK,CDEJ,DecCapIncIns,Slight,C,LessThanAve,Average,C,SVR
Westerly,Stifling,PC,Clear,Weak,SVR,NIL,Average,Steep,DryMMoistL,Negative,Steep,NoMajor,None,NWQuad,LessThanAve,LittleChange,LittleChange,Neutral,Dry,Dry,PartInhibit,Moderate,Jun15_Jul1,DenvCyclone,HighEvrywher,DryLine,Decreasing,Weak,Weak,DCVZFavor,SVR,Neutral,PC,AB,N5GtLIGt_8,Neutral,Average,Down,WeakUp,Neutral,WeakUp,WeakUp,PC,Strong,Marked,Strong,B,ABI,LittleChange,Slight,B,LessThanAve,LessUnstable,B,SVR
Westerly,PartInhibit,Clear,Cloudy,Strong,SIG,SIG,VeryMoist,ModerateOrLe,DryMMoistL,Negative,ModerateOrLe,MarkedUpper,QStationary,SWQuad,LessThanAve,LittleChange,NegToPos,VeryWet,Neutral,Wet,None,Moderate,May15_Jun14,DenvCyclone,LowMtsHighPl,DenvCyclone,Decreasing,Weak,Strong,DCVZFavor,NIL,Wet,Clear,AB,N5GtLIGt_8,Stability,LessUnstable,Down,WeakUp,Neutral,Neutral,Neutral,Clear,Strong,Some,Strong,ACEFK,ABI,LittleChange,Slight,A,LessThanAve,LessUnstable,A,NIL
LVorOther,Stifling,Clear,Clear,None,SVR,NIL,Average,ModerateOrLe,DryMMoistL,Negative,Steep,StrongFront,Moving,AllElse,Average,LittleChange,SigPositive,Neutral,Neutral,Dry,None,Moderate,Aug20_Sep15,WidespdDnsl,LowMtsHighPl,MovingFtorOt,Decreasing,None,None,DCVZFavor,SVR,Neutral,Clear,CThruK,N1GtLIGt_4,Instability,MoreUnstable,StrongUp,Neutral,StrongUp,WeakUp,WeakUp,PC,Weak,None,None,ACEFK,K,LittleChange,Strong,K,Average,MoreUnstable,K,SVR
LVorOther,PartInhibit,Clear,PC,Strong,SVR,SIG,Dry,ModerateOrLe,DryMMoistL,Negative,ModerateOrLe,OtherRapid,QStationary,AllElse,LessThanAve,LittleChange,LittleChange,Wet,Neutral,Neutral,None,Strong,Jul2_Jul15,DenvCyclone,LowSHighN,E_W_S,Decreasing,Weak,Strong,StrongWest,SVR,Wet,Cloudy,CThruK,N5GtLIGt_8,Neutral,MoreUnstable,StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Cloudy,Weak,Marked,Strong,HI,ABI,LittleChange,Strong,I,LessThanAve,MoreUnstable,I,SVR
LVorOther,PartInhibit,Clear,PC,None,SIG,SIG,Dry,Steep,MoistMDryL,WeakPos,ModerateOrLe,NoMajor,None,LV,MoreThanAve,LittleChange,LittleChange,Wet,Wet,Neutral,TotalInhibit,Moderate,Aug20_Sep15,LV,LowMtsHighPl,DryLine,Increasing,None,None,Other,NIL,Neutral,Clear,CThruK,LIGt0,Instability,LessUnstable,WeakUp,Neutral,WeakUp,WeakUp,WeakUp,Clear,Weak,None,Weak,GJ,CDEJ,LittleChange,Slight,J,MoreThanAve,Average,J,NIL
Westerly,TotalInhibit,PC,PC,Weak,SVR,SVR,Average,Steep,Other,Negative,CloseToDryAd,NoMajor,None,SWQuad,MoreThanAve,LittleChange,LittleChange,Dry,Wet,Neutral,None,Weak,Aug20_Sep15,DenvCyclone,Other,Other,Decreasing,None,Strong,StrongWest,SIG,Dry,Clear,CThruK,N1GtLIGt_4,Stability,MoreUnstable,Neutral,StronUp,Neutral,Neutral,Neutral,Clear,Strong,Marked,Strong,ACEFK,CDEJ,LittleChange,None,E,MoreThanAve,LessUnstable,E,SIG
LVorOther,Stifling,PC,Cloudy,Strong,SVR,SVR,VeryMoist,ModerateOrLe,Other,Negative,Steep,StrongFront,None,AllElse,Average,LittleChange,PosToNeg,Neutral,Wet,Wet,None,Strong,Aug20_Sep15,LV,HighEvrywher,None,Decreasing,None,Strong,StrongWest,SIG,VeryWet,Cloudy,CThruK,N1GtLIGt_4,Stability,Average,StrongUp,StronUp,StrongUp,StrongUp,StrongUp,Cloudy,Strong,Marked,Strong,ACEFK,F,LittleChange,Strong,F,Average,LessUnstable,F,SIG
Westerly,TotalInhibit,Clear,PC,Strong,NIL,NIL,Dry,Steep,DryMMoistL,WeakPos,ModerateOrLe,StrongFront,QStationary,SWQuad,MoreThanAve,Decreasing,NegToPos,Neutral,Neutral,Neutral,Stifling,Strong,Jun15_Jul1,DenvCyclone,LowMtsHighPl,E_W_N,LittleChange,Strong,Strong,DCVZFavor,NIL,Wet,PC,CThruK,LILt_8,Neutral,Average,Neutral,Neutral,Neutral,Neutral,Neutral,PC,Strong,Some,Strong,HI,ABI,DecCapIncIns,Moderate,I,MoreThanAve,Average,I,NIL
Westerly,None,Clear,Clear,None,NIL,NIL,Average,ModerateOrLe,MoistMDryL,WeakPos,Steep,MarkedUpper,Other,NWQuad,LessThanAve,Decreasing,NegToPos,Dry,Dry,Dry,None,Strong,Jun15_Jul1,WidespdDnsl,LowNHighS,None,Decreasing,None,None,DCVZFavor,NIL,Dry,Clear,CThruK,N5GtLIGt_8,Instability,MoreUnstable,StrongUp,StronUp,Down,Neutral,Neutral,PC,Weak,None,None,ACEFK,CDEJ,DecCapIncIns,Strong,C,LessThanAve,MoreUnstable,C,NIL
LVorOther,PartInhibit,Clear,PC,None,SVR,NIL,Average,Steep,DryMMoistL,WeakPos,Steep,NoMajor,None,LV,LessThanAve,Increasing,LittleChange,Dry,VeryWet,Wet,None,Strong,Aug20_Sep15,LV,LowMtsHighPl,DryLine,Increasing,None,None,Westerly,SVR,VeryWet,PC,CThruK,N5GtLIGt_8,Neutral,LessUnstable,WeakUp,Neutral,StrongUp,StrongUp,StrongUp,Cloudy,None,None,None,GJ,CDEJ,IncCapDecIns,Strong,J,LessThanAve,MoreUnstable,J,SIG
Westerly,PartInhibit,PC,Cloudy,None,NIL,NIL,Dry,CloseToDryAd,Other,Neutral,CloseToDryAd,NoMajor,None,LV,Average,Increasing,PosToNeg,Neutral,Neutral,Neutral,PartInhibit,Moderate,May15_Jun14,WidespdDnsl,LowEvrywhere,DryLine,LittleChange,Weak,None,Westerly,NIL,Wet,Cloudy,CThruK,N1GtLIGt_4,Stability,Average,StrongUp,Neutral,Down,StrongUp,StrongUp,Cloudy,None,None,None,GJ,G,IncCapDecIns,Slight,G,MoreThanAve,Average,G,NIL
LVorOther,PartInhibit,PC,Clear,Strong,SIG,SIG,Dry,Steep,DryMMoistL,WeakPos,ModerateOrLe,NoMajor,Other,LV,Average,Increasing,LittleChange,Neutral,Neutral,Wet,Stifling,Unfavorable,Jul2_Jul15,LV,LowEvrywhere,None,Increasing,Weak,None,Other,NIL,Wet,Clear,CThruK,LILt_8,Instability,MoreUnstable,Neutral,Down,Down,Down,Down,Clear,Weak,Some,Strong,GJ,CDEJ,IncCapDecIns,None,J,Average,MoreUnstable,J,NIL
Westerly,Stifling,Clear,Clear,Weak,SVR,SIG,Average,Steep,Other,WeakPos,Steep,OtherRapid,Other,NWQuad,MoreThanAve,Increasing,NegToPos,Wet,Dry,Neutral,None,Weak,Aug11_Aug20,LongAnticyc,LowAtStation,E_W_N,Increasing,Strong,Weak,Westerly,SVR,Neutral,Clear,CThruK,N5GtLIGt_8,Instability,MoreUnstable,WeakUp,Neutral,Down,Neutral,Neutral,Clear,Strong,Marked,Strong,ACEFK,CDEJ,IncCapDecIns,Slight,C,MoreThanAve,MoreUnstable,C,SVR
LVorOther,PartInhibit,Cloudy,PC,None,SIG,NIL,Dry,ModerateOrLe,MoistMDryL,WeakPos,Steep,NoMajor,None,LV,Average,Increasing,LittleChange,Dry,Neutral,Neutral,None,Moderate,Jul2_Jul15,SEQuad,LowAtStation,DryLine,Increasing,None,None,Westerly,SIG,Wet,Cloudy,CThruK,N1GtLIGt_4,Stability,LessUnstable,WeakUp,Neutral,StrongUp,WeakUp,WeakUp,Cloudy,Weak,None,None,GJ,CDEJ,IncCapDecIns,Strong,J,MoreThanAve,LessUnstable,J,SIG
Westerly,None,Clear,PC,None,SIG,SIG,Average,ModerateOrLe,MoistMDryL,Neutral,ModerateOrLe,OtherRapid,None,SWQuad,LessThanAve,Decreasing,SigPositive,Dry,Wet,Wet,PartInhibit,Moderate,Aug11_Aug20,WidespdDnsl,LowNHighS,DryLine,LittleChange,Strong,Weak,Westerly,NIL,VeryWet,Clear,CThruK,N1GtLIGt_4,Stability,LessUnstable,StrongUp,Neutral,Neutral,WeakUp,WeakUp,PC,Strong,None,Weak,ACEFK,CDEJ,DecCapIncIns,None,E,LessThanAve,LessUnstable,E,NIL
LVorOther,TotalInhibit,Clear,PC,None,NIL,NIL,Average,ModerateOrLe,MoistMDryL,Negative,Steep,NoMajor,None,LV,MoreThanAve,LittleChange,NegToPos,Wet,Neutral,Neutral,PartInhibit,Weak,Jul16_Aug10,LV,LowMtsHighPl,Other,Decreasing,Weak,None,Other,NIL,Neutral,Clear,CThruK,N1GtLIGt_4,Instability,MoreUnstable,WeakUp,WeakUp,Down,Neutral,Neutral,Clear,Weak,None,None,ACEFK,CDEJ,LittleChange,None,E,MoreThanAve,LessUnstable,E,NIL
